testSeq,testFORM,AccNum
81,2018_3,PTE269
82,2018_3,PTE259
83,2018_3,PTE282
84,2018_3,PTE18
85,2018_3,PTE225
86,2018_3,PTE224
87,2018_3,PTE2144
88,2018_3,PTE2358
89,2018_3,PTE2411
90,2018_3,PTE2175
91,2018_3,PTE2118
92,2018_3,PTE2452
93,2018_3,PTE2480
94,2018_3,PTE2344
95,2018_3,PTE2351
96,2018_3,PTE2069
97,2018_3,PTE2223
98,2018_3,PTE1974
99,2018_3,PTE2187
100,2018_3,PTE2184
101,2018_3,PTE2296
102,2018_3,PTE1983
103,2018_3,PTE2286
104,2018_3,PTE2290
105,2018_3,PTE2097
106,2018_3,PTE2413
107,2018_3,PTE1982
108,2018_3,PTE2209
109,2018_3,PTE2197
110,2018_3,PTE2389
111,2018_3,PTE2421
112,2018_3,PTE2409
113,2018_3,PTE2256
114,2018_3,PTE2230
115,2018_3,PTE2335
116,2018_3,PTE2048
117,2018_3,PTE2214
118,2018_3,PTE2013
119,2018_3,PTE2433
120,2018_3,PTE3565
121,2018_3,PTE3022
122,2018_3,PTE3353
123,2018_3,PTE3237
124,2018_3,PTE3352
125,2018_3,PTE3359
126,2018_3,PTE3368
127,2018_3,PTE2719
128,2018_3,PTE3247
129,2018_3,PTE2796
130,2018_3,PTE3345
131,2018_3,PTE3485
132,2018_3,PTE3086
133,2018_3,PTE2835
134,2018_3,PTE3254
135,2018_3,PTE3255
136,2018_3,PTE2526
137,2018_3,PTE2853
138,2018_3,PTE2810
139,2018_3,PTE2562
140,2018_3,PTE2619
141,2018_3,PTE3050
142,2018_3,PTE3449
143,2018_3,PTE3556
144,2018_3,PTE2782
145,2018_3,PTE2914
146,2018_3,PTE3143
147,2018_3,PTE2760
148,2018_3,PTE2729
149,2018_3,PTE2531
150,2018_3,PTE2710
151,2018_3,PTE2917
152,2018_3,PTE3120
153,2018_3,PTE2872
154,2018_3,PTE3174
155,2018_3,PTE3505
156,2018_3,PTE2785
157,2018_3,PTE483
158,2018_3,PTE790
159,2018_3,PTE2653
160,2018_3,PTE542
161,2018_3,PTE472
162,2018_3,PTE549
163,2018_3,PTE461
164,2018_3,PTE556
165,2018_3,PTE443
166,2018_3,PTE754
167,2018_3,PTE689
168,2018_3,PTE679
169,2018_3,PTE681
170,2018_3,PTE661
171,2018_3,PTE719
172,2018_3,PTE688
173,2018_3,PTE744
174,2018_3,PTE438
175,2018_3,PTE743
176,2018_3,PTE3748
177,2018_3,PTE3801
178,2018_3,PTE3869
179,2018_3,PTE3780
180,2018_3,PTE3872
181,2018_3,PTE3786
182,2018_3,PTE3606
183,2018_3,PTE3864
184,2018_3,PTE1656
185,2018_3,PTE1231
186,2018_3,PTE371
187,2018_3,PTE1437
188,2018_3,PTE1908
189,2018_3,PTE1165
190,2018_3,PTE937
191,2018_3,PTE1880
192,2018_3,PTE379
193,2018_3,PTE385
194,2018_3,PTE130
195,2018_3,PTE58
196,2018_3,PTE171
197,2018_3,PTE398
198,2018_3,PTE39
199,2018_3,PTE154
200,2018_3,PTE365
201,2018_3,PTE267
202,2018_3,PTE321
203,2018_3,PTE231
204,2018_3,PTE273
205,2018_3,PTE317
206,2018_3,PTE288
207,2018_3,PTE301
208,2018_3,PTE320
209,2018_3,PTE167
210,2018_3,PTE2453
211,2018_3,PTE2487
212,2018_3,PTE2493
213,2018_3,PTE2081
214,2018_3,PTE2497
215,2018_3,PTE2154
216,2018_3,PTE2469
217,2018_3,PTE2490
218,2018_3,PTE2012
219,2018_3,PTE3375
220,2018_3,PTE2913
221,2018_3,PTE3507
222,2018_3,PTE2979
223,2018_3,PTE3374
224,2018_3,PTE2529
225,2018_3,PTE3124
226,2018_3,PTE2551
227,2018_3,PTE2574
228,2018_3,PTE2596
229,2018_3,PTE2599
230,2018_3,PTE2942
231,2018_3,PTE2945
232,2018_3,PTE2948
233,2018_3,PTE2952
234,2018_3,PTE2962
235,2018_3,PTE2965
236,2018_3,PTE2968
237,2018_3,PTE2973
238,2018_3,PTE2977
239,2018_3,PTE2742
240,2018_3,PTE3391
